bandwidth_utilization_percent,packet_loss_percent,distance_km,network_type,protocol,routing_hops,congestion_level,time_of_day,hardware_age_years,security_overhead,data_packet_size_bytes,network_traffic_type,wireless_signal_strength,latency_ms
91.71856250993268,1.630641181341466,373.9239054371503,0,0,10.0,2,0,7.687331316480664,0,866.6922113854971,2,1,264.4343150776933
73.63980829688839,1.4027986403238828,1587.8736674987244,0,2,10.0,0,0,3.925803536393096,0,1185.6285624117438,2,1,13.347611040958451
86.81883062804442,0.9676905441721332,1919.184627294724,0,2,1.0,2,2,7.455358379299277,1,737.775381002649,3,3,199.5472681672072
73.83600423379391,0.0110257624694678,2435.549361502992,0,1,11.0,2,0,3.0678664655165253,0,510.42024889622985,2,1,135.46368087119276
41.679514871177474,0.2369509425869282,436.6039828275957,1,3,4.0,0,2,6.0703471521004815,1,854.792716702147,0,0,226.6243829001921
76.72842439717904,1.556044944912926,2464.090854284075,3,3,13.0,0,1,5.752138309356844,0,254.40364011279613,2,3,121.96093038946071
63.393559049774865,0.5372305200757799,3932.7420108960414,2,0,1.0,1,1,2.9987893265826235,0,1080.8549477294068,2,2,142.7059633869206
96.09185792954108,0.7193141051785794,1602.2550255242163,1,1,17.0,0,0,3.691241657751538,0,339.9356637654321,0,1,142.7059633869206
92.2683439435924,1.2990816050734362,2435.549361502992,1,2,6.0,2,2,5.593605828724384,0,1019.7945102040228,2,1,242.19010648378384
78.85082937940689,1.3679217106981936,1474.3168150704907,1,2,6.0,1,0,3.691241657751538,0,1464.56166497085,2,1,117.92700399121414
90.43050824278114,1.8582945629041372,4555.621259850023,0,1,12.0,0,1,0.781021983786407,1,717.7781347660116,3,0,63.75607123967856
52.43991124550631,1.3683613954815734,1609.556136363849,1,0,5.0,2,1,7.951746291802684,0,1313.7142019257935,0,1,175.5709884979334
63.393559049774865,0.5386265888800104,498.9949079319131,0,2,14.0,1,1,5.02657744403819,0,785.7104528724308,1,0,280.2394604745573
67.4434588803241,0.8895045234818924,3774.8723059656622,0,0,1.0,1,2,0.5928061695328468,0,1286.893265398014,3,3,216.0945806684695
75.95777551000688,0.9003734753933332,4032.0564625796014,1,0,9.0,0,1,1.8216113592137448,1,785.7104528724308,0,1,119.73292774493927
34.0637222077466,0.3295137464089288,128.73664021925833,3,0,1.0,1,1,3.224131866007096,0,960.4939548319804,0,0,188.78609922909249
63.393559049774865,1.3453287655544646,1278.333054663929,0,0,12.0,0,1,4.207384115219014,0,1135.9382054730374,2,1,69.84304721360287
97.45621792070386,0.8519063126382573,3806.26521299133,2,2,3.0,0,2,6.29852201027834,0,1263.4475597742546,0,0,92.62058111303186
39.9596887193259,0.2979395432312746,4800.302033811136,2,0,11.0,2,1,3.0587411767886685,1,1207.113365432871,3,1,120.17463185356162
64.39279601160607,0.4059140775030612,1957.079454145502,1,3,14.0,0,2,4.417703569536218,0,738.5557191929825,3,0,271.84198402812086
43.630490232575006,1.5738049475788616,2435.549361502992,0,0,12.0,2,0,2.1936217422442867,0,1464.5336700174726,2,2,10.2664972228246
33.68666803175676,0.6410899445571372,1380.418169759337,0,3,6.0,1,0,6.761681651036894,0,1255.2152495738344,1,2,103.85243371461924
35.425744041141925,1.851538912103181,1020.8307820857942,3,3,9.0,1,2,2.8005642751541497,1,1095.3579751625934,3,2,209.1591597454652
69.36687757422968,0.1030434091743,3397.98737311617,0,2,18.0,2,1,5.6445029614865305,0,1294.464794176374,0,3,146.12084423293214
43.03803889619118,0.9621227278478548,4200.034347624597,0,1,18.0,1,0,6.861582923296485,0,633.7098661544007,3,2,142.7059633869206
39.93565531334623,1.7846502021718371,944.0635211503712,3,0,10.0,1,1,1.332441136557656,0,591.5541824900612,2,3,181.85392686040151
37.5495005201172,1.3936885533429375,4202.228498948968,3,3,14.0,2,0,3.112910796217601,0,468.513653559992,2,3,233.29064092457148
58.033235361030535,0.3530960775976484,419.2282445333743,3,1,15.0,0,2,3.677538114915421,0,1070.094441971858,3,3,47.39487689981455
46.07631928903361,1.0658503509971626,3928.717666456805,0,0,19.0,0,1,0.3318491255938784,0,1120.1809938790632,2,1,298.65866033201024
79.9846469489436,0.6597167466185361,2087.2845737076805,1,1,2.0,0,2,5.176729835765734,1,747.6551089123692,0,0,90.2543039137838
55.58841187257248,0.5020396172857808,4018.462173221002,2,0,10.0,0,2,4.707221992745503,0,841.3764791454582,3,3,266.2210340047588
43.573374792994976,0.7854193110715182,2435.549361502992,0,3,9.0,0,1,6.032158794069931,0,843.3002590551648,1,0,244.3026023144172
82.2072979168884,1.692520963111957,2240.1367448668702,3,0,9.0,2,1,6.036200133158464,0,593.3066889713314,3,3,66.23635886498319
62.856254498694526,1.3414060691244447,3702.1883667859056,2,1,7.0,1,2,3.691241657751538,0,128.47180561959436,2,2,225.6158856486106
91.98343173559628,1.1821131322452534,4275.11723216988,3,0,4.0,2,0,3.3825711913396512,0,673.9990635170835,0,2,75.44863763410137
46.3760924514892,0.9530787543987308,1148.5360998298393,1,3,7.0,2,1,2.024102283981315,1,1129.3120113145767,2,1,96.25507458234398
47.34264749597819,1.6906140729245092,2056.957601233345,1,3,15.0,2,2,2.057900533032868,1,214.39979191597388,1,0,89.36454596614408
63.52862165176894,0.9676905441721332,2615.10272216774,1,3,2.0,2,1,1.2242921782188905,1,1478.4285806376422,3,0,118.81927540467566
68.84357659692293,1.6099448300892378,3823.439463736319,0,2,8.0,1,0,0.6061844107041301,0,793.5280131943429,0,3,289.3167414218571
45.87124188122342,0.6175020483460656,3743.542232036592,2,1,13.0,1,0,6.052970372176432,1,877.3077861855913,1,2,109.23838578987493
56.8765386470909,1.1969150656381222,2038.4996555840328,1,3,1.0,2,1,7.699658554912125,1,662.419329041919,0,2,250.90139442318517
35.592164503648405,0.6718039075071682,3832.8631076768393,3,0,12.0,0,0,7.131666771499932,0,559.3220898768366,2,1,256.4837222378692
63.93143302432058,1.61367406881745,4500.932518017306,2,1,2.0,2,2,1.8063878286686528,0,565.4753362912879,1,0,142.7059633869206
37.9568571646477,1.2913624482362245,3237.439679791518,1,2,12.0,1,2,6.025993480572991,0,1463.946307578253,1,2,162.01493173444945
59.727307277671045,0.0391548398328021,2401.370956061004,3,3,18.0,1,0,1.0131329596340883,0,704.0096826493004,2,3,29.309830070292488
71.38297117274018,1.77840256073772,1268.7707516884907,0,1,12.0,1,2,7.131211665489039,1,784.3108253317691,1,2,152.92026685603042
68.05524789235272,0.1457359544971377,1278.0243501166956,2,0,19.0,0,0,7.960136417247893,0,1267.3371559255336,0,1,114.59036284948547
38.31482945692862,1.2854333816471373,1320.6948356538803,3,0,16.0,0,2,7.9551839924793715,0,209.77930258505515,2,2,84.49003813369634
62.228256373927664,0.5976687140338397,3934.232188698761,2,2,8.0,1,1,2.6555621005232397,0,1073.3225972431374,1,0,215.26770896175825
63.393559049774865,0.6942582516795528,1731.9289563522834,3,0,10.0,2,0,6.275316252996914,0,982.4471027285092,2,2,214.06551695859605
62.63459425857354,0.2448533290756231,241.55675505136912,3,3,9.0,0,0,3.691241657751538,0,1047.612937613492,0,0,84.67828689102883
52.10295698882431,0.4456556319219618,446.9225400912512,1,1,19.0,0,1,2.75313134797214,0,119.79711670802428,2,1,156.4786807973373
76.15261479351804,0.8627859766715633,939.1155296907224,1,1,1.0,0,1,3.238868664929816,0,917.7560769937708,1,2,196.6946146788991
54.75926944407446,1.4117007678155145,4283.76421084541,1,1,14.0,0,2,3.8324744675480815,0,176.99331692327857,1,2,189.12029000664376
82.4729207258674,1.478645703659212,2090.572982237013,1,1,16.0,0,0,5.5920333103976585,0,1234.4954790444626,0,0,91.71961422972682
